date,city,blood_bank,blood_group,units_available,thalassemia_units_required
2025-06-01,Ujjain,Metro Blood Bank,AB+,80,9
2025-06-01,Ujjain,Metro Blood Bank,AB-,11,6
2025-06-01,Ujjain,Metro Blood Bank,O+,33,7
2025-06-01,Ujjain,Metro Blood Bank,O-,15,1
2025-06-01,Sagar,Red Cross Blood Bank,A+,28,8
2025-06-01,Sagar,Red Cross Blood Bank,A-,8,3
2025-06-01,Sagar,Red Cross Blood Bank,B+,44,8
2025-06-01,Sagar,Red Cross Blood Bank,B-,6,9
2025-06-01,Sagar,Red Cross Blood Bank,AB+,54,5
2025-06-01,Sagar,Red Cross Blood Bank,AB-,5,8
2025-06-01,Sagar,Red Cross Blood Bank,O+,63,5
2025-06-01,Sagar,Red Cross Blood Bank,O-,11,0
2025-06-01,Sagar,City Care Blood Bank,A+,17,4
2025-06-01,Sagar,City Care Blood Bank,A-,7,2
2025-06-01,Sagar,City Care Blood Bank,B+,80,2
2025-06-01,Sagar,City Care Blood Bank,B-,17,3
2025-06-01,Sagar,City Care Blood Bank,AB+,35,8
2025-06-01,Sagar,City Care Blood Bank,AB-,2,3
2025-06-01,Sagar,City Care Blood Bank,O+,23,7
2025-06-01,Sagar,City Care Blood Bank,O-,17,6
2025-06-01,Sagar,LifeLine Blood Center,A+,25,8
2025-06-01,Sagar,LifeLine Blood Center,A-,11,8
2025-06-01,Sagar,LifeLine Blood Center,B+,85,6
2025-06-01,Sagar,LifeLine Blood Center,B-,12,2
2025-06-01,Sagar,LifeLine Blood Center,AB+,39,1
2025-06-01,Sagar,LifeLine Blood Center,AB-,16,7
2025-06-01,Sagar,LifeLine Blood Center,O+,9,4
2025-06-01,Sagar,LifeLine Blood Center,O-,0,7
2025-06-01,Sagar,Hope Blood Bank,A+,57,4
2025-06-01,Sagar,Hope Blood Bank,A-,8,7
2025-06-01,Sagar,Hope Blood Bank,B+,27,1
2025-06-01,Sagar,Hope Blood Bank,B-,20,5
2025-06-01,Sagar,Hope Blood Bank,AB+,30,10
2025-06-01,Sagar,Hope Blood Bank,AB-,10,9
2025-06-01,Sagar,Hope Blood Bank,O+,34,10
2025-06-01,Sagar,Hope Blood Bank,O-,11,1
2025-06-01,Sagar,Metro Blood Bank,A+,10,3
2025-06-01,Sagar,Metro Blood Bank,A-,12,9
2025-06-01,Sagar,Metro Blood Bank,B+,54,8
2025-06-01,Sagar,Metro Blood Bank,B-,20,6
2025-06-01,Sagar,Metro Blood Bank,AB+,17,9
2025-06-01,Sagar,Metro Blood Bank,AB-,11,1
2025-06-01,Sagar,Metro Blood Bank,O+,57,10
2025-06-01,Sagar,Metro Blood Bank,O-,13,9
2025-06-02,Bhopal,Red Cross Blood Bank,A+,37,4
2025-06-02,Bhopal,Red Cross Blood Bank,A-,32,0
2025-06-02,Bhopal,Red Cross Blood Bank,B+,48,3
2025-06-02,Bhopal,Red Cross Blood Bank,B-,7,8
2025-06-02,Bhopal,Red Cross Blood Bank,AB+,33,8
2025-06-02,Bhopal,Red Cross Blood Bank,AB-,8,10
2025-06-02,Bhopal,Red Cross Blood Bank,O+,60,2
2025-06-02,Bhopal,Red Cross Blood Bank,O-,11,3
2025-06-02,Bhopal,City Care Blood Bank,A+,67,2
2025-06-02,Bhopal,City Care Blood Bank,A-,13,7
2025-06-02,Bhopal,City Care Blood Bank,B+,26,7
2025-06-02,Bhopal,City Care Blood Bank,B-,25,9
2025-06-02,Bhopal,City Care Blood Bank,AB+,36,8
2025-06-02,Bhopal,City Care Blood Bank,AB-,5,5
2025-06-02,Bhopal,City Care Blood Bank,O+,13,10
2025-06-02,Bhopal,City Care Blood Bank,O-,23,0
2025-06-02,Bhopal,LifeLine Blood Center,A+,100,1
2025-06-02,Bhopal,LifeLine Blood Center,A-,11,10
2025-06-02,Bhopal,LifeLine Blood Center,B+,15,2
2025-06-02,Bhopal,LifeLine Blood Center,B-,36,7
2025-06-02,Bhopal,LifeLine Blood Center,AB+,58,6
2025-06-02,Bhopal,LifeLine Blood Center,AB-,15,10
2025-06-02,Bhopal,LifeLine Blood Center,O+,97,10
2025-06-02,Bhopal,LifeLine Blood Center,O-,23,6
2025-06-02,Bhopal,Hope Blood Bank,A+,31,6
2025-06-02,Bhopal,Hope Blood Bank,A-,28,1
2025-06-02,Bhopal,Hope Blood Bank,B+,112,4
2025-06-02,Bhopal,Hope Blood Bank,B-,22,4
2025-06-02,Bhopal,Hope Blood Bank,AB+,117,2
2025-06-02,Bhopal,Hope Blood Bank,AB-,23,0
2025-06-02,Bhopal,Hope Blood Bank,O+,40,6
2025-06-02,Bhopal,Hope Blood Bank,O-,6,1
2025-06-02,Bhopal,Metro Blood Bank,A+,46,8
2025-06-02,Bhopal,Metro Blood Bank,A-,11,3
2025-06-02,Bhopal,Metro Blood Bank,B+,87,0
2025-06-02,Bhopal,Metro Blood Bank,B-,11,9
2025-06-02,Bhopal,Metro Blood Bank,AB+,23,7
2025-06-02,Bhopal,Metro Blood Bank,AB-,18,10
2025-06-02,Bhopal,Metro Blood Bank,O+,83,6
2025-06-02,Bhopal,Metro Blood Bank,O-,21,3
2025-06-02,Indore,Red Cross Blood Bank,A+,78,3
2025-06-02,Indore,Red Cross Blood Bank,A-,33,7
2025-06-02,Indore,Red Cross Blood Bank,B+,15,0
2025-06-02,Indore,Red Cross Blood Bank,B-,21,0
2025-06-02,Indore,Red Cross Blood Bank,AB+,26,1
2025-06-02,Indore,Red Cross Blood Bank,AB-,8,2
2025-06-02,Indore,Red Cross Blood Bank,O+,64,10
2025-06-02,Indore,Red Cross Blood Bank,O-,14,7
2025-06-02,Indore,City Care Blood Bank,A+,74,5
2025-06-02,Indore,City Care Blood Bank,A-,6,4
2025-06-02,Indore,City Care Blood Bank,B+,112,2
2025-06-02,Indore,City Care Blood Bank,B-,32,6
2025-06-02,Indore,City Care Blood Bank,AB+,73,10
2025-06-02,Indore,City Care Blood Bank,AB-,14,7
2025-06-02,Indore,City Care Blood Bank,O+,67,5
2025-06-02,Indore,City Care Blood Bank,O-,7,3
2025-06-02,Indore,LifeLine Blood Center,A+,25,9
2025-06-02,Indore,LifeLine Blood Center,A-,6,2
2025-06-02,Indore,LifeLine Blood Center,B+,43,4
2025-06-02,Indore,LifeLine Blood Center,B-,31,9
2025-06-02,Indore,LifeLine Blood Center,AB+,12,4
2025-06-02,Indore,LifeLine Blood Center,AB-,6,5
2025-06-02,Indore,LifeLine Blood Center,O+,32,2
2025-06-02,Indore,LifeLine Blood Center,O-,15,2
2025-06-02,Indore,Hope Blood Bank,A+,96,5
2025-06-02,Indore,Hope Blood Bank,A-,14,4
2025-06-02,Indore,Hope Blood Bank,B+,55,2
2025-06-02,Indore,Hope Blood Bank,B-,8,6
2025-06-02,Indore,Hope Blood Bank,AB+,87,4
2025-06-02,Indore,Hope Blood Bank,AB-,14,7
2025-06-02,Indore,Hope Blood Bank,O+,55,10
2025-06-02,Indore,Hope Blood Bank,O-,22,7
2025-06-02,Indore,Metro Blood Bank,A+,70,5
2025-06-02,Indore,Metro Blood Bank,A-,18,9
2025-06-02,Indore,Metro Blood Bank,B+,103,3
2025-06-02,Indore,Metro Blood Bank,B-,15,2
2025-06-02,Indore,Metro Blood Bank,AB+,94,5
2025-06-02,Indore,Metro Blood Bank,AB-,7,4
2025-06-02,Indore,Metro Blood Bank,O+,16,1
2025-06-02,Indore,Metro Blood Bank,O-,3,2
2025-06-02,Jabalpur,Red Cross Blood Bank,A+,11,4
2025-06-02,Jabalpur,Red Cross Blood Bank,A-,12,10
2025-06-02,Jabalpur,Red Cross Blood Bank,B+,9,8
2025-06-02,Jabalpur,Red Cross Blood Bank,B-,17,9
2025-06-02,Jabalpur,Red Cross Blood Bank,AB+,47,5
2025-06-02,Jabalpur,Red Cross Blood Bank,AB-,11,1
2025-06-02,Jabalpur,Red Cross Blood Bank,O+,53,9
2025-06-02,Jabalpur,Red Cross Blood Bank,O-,11,6
2025-06-02,Jabalpur,City Care Blood Bank,A+,32,7
2025-06-02,Jabalpur,City Care Blood Bank,A-,8,1
2025-06-02,Jabalpur,City Care Blood Bank,B+,61,4
2025-06-02,Jabalpur,City Care Blood Bank,B-,19,0
2025-06-02,Jabalpur,City Care Blood Bank,AB+,64,3
2025-06-02,Jabalpur,City Care Blood Bank,AB-,13,5
2025-06-02,Jabalpur,City Care Blood Bank,O+,75,6
2025-06-02,Jabalpur,City Care Blood Bank,O-,10,3
2025-06-02,Jabalpur,LifeLine Blood Center,A+,19,0
2025-06-02,Jabalpur,LifeLine Blood Center,A-,19,6
2025-06-02,Jabalpur,LifeLine Blood Center,B+,87,1
2025-06-02,Jabalpur,LifeLine Blood Center,B-,15,4
2025-06-02,Jabalpur,LifeLine Blood Center,AB+,38,6
2025-06-02,Jabalpur,LifeLine Blood Center,AB-,2,4
2025-06-02,Jabalpur,LifeLine Blood Center,O+,68,8
2025-06-02,Jabalpur,LifeLine Blood Center,O-,11,10
2025-06-02,Jabalpur,Hope Blood Bank,A+,61,5
2025-06-02,Jabalpur,Hope Blood Bank,A-,26,3
2025-06-02,Jabalpur,Hope Blood Bank,B+,60,5
2025-06-02,Jabalpur,Hope Blood Bank,B-,21,3
2025-06-02,Jabalpur,Hope Blood Bank,AB+,92,5
2025-06-02,Jabalpur,Hope Blood Bank,AB-,0,4
2025-06-02,Jabalpur,Hope Blood Bank,O+,69,3
2025-06-02,Jabalpur,Hope Blood Bank,O-,1,0
2025-06-02,Jabalpur,Metro Blood Bank,A+,38,5
2025-06-02,Jabalpur,Metro Blood Bank,A-,28,6
2025-06-02,Jabalpur,Metro Blood Bank,B+,14,5
2025-06-02,Jabalpur,Metro Blood Bank,B-,8,9
2025-06-02,Jabalpur,Metro Blood Bank,AB+,9,2
2025-06-02,Jabalpur,Metro Blood Bank,AB-,7,1
2025-06-02,Jabalpur,Metro Blood Bank,O+,56,9
2025-06-02,Jabalpur,Metro Blood Bank,O-,6,4
2025-06-02,Gwalior,Red Cross Blood Bank,A+,27,4
2025-06-02,Gwalior,Red Cross Blood Bank,A-,20,5
2025-06-02,Gwalior,Red Cross Blood Bank,B+,35,7
2025-06-02,Gwalior,Red Cross Blood Bank,B-,9,1
2025-06-02,Gwalior,Red Cross Blood Bank,AB+,72,6
2025-06-02,Gwalior,Red Cross Blood Bank,AB-,9,7
2025-06-02,Gwalior,Red Cross Blood Bank,O+,79,5
2025-06-02,Gwalior,Red Cross Blood Bank,O-,13,4
2025-06-02,Gwalior,City Care Blood Bank,A+,56,6
2025-06-02,Gwalior,City Care Blood Bank,A-,20,6
2025-06-02,Gwalior,City Care Blood Bank,B+,96,7
2025-06-02,Gwalior,City Care Blood Bank,B-,15,9
2025-06-02,Gwalior,City Care Blood Bank,AB+,64,6
2025-06-02,Gwalior,City Care Blood Bank,AB-,12,8
2025-06-02,Gwalior,City Care Blood Bank,O+,14,7
2025-06-02,Gwalior,City Care Blood Bank,O-,14,6
2025-06-02,Gwalior,LifeLine Blood Center,A+,95,0
2025-06-02,Gwalior,LifeLine Blood Center,A-,30,8
2025-06-02,Gwalior,LifeLine Blood Center,B+,78,8
2025-06-02,Gwalior,LifeLine Blood Center,B-,14,0
2025-06-02,Gwalior,LifeLine Blood Center,AB+,16,7
2025-06-02,Gwalior,LifeLine Blood Center,AB-,1,1
2025-06-02,Gwalior,LifeLine Blood Center,O+,45,4
2025-06-02,Gwalior,LifeLine Blood Center,O-,14,9
2025-06-02,Gwalior,Hope Blood Bank,A+,15,9
2025-06-02,Gwalior,Hope Blood Bank,A-,26,7
2025-06-02,Gwalior,Hope Blood Bank,B+,38,3
2025-06-02,Gwalior,Hope Blood Bank,B-,14,5
2025-06-02,Gwalior,Hope Blood Bank,AB+,21,4
2025-06-02,Gwalior,Hope Blood Bank,AB-,7,8
2025-06-02,Gwalior,Hope Blood Bank,O+,49,0
2025-06-02,Gwalior,Hope Blood Bank,O-,8,0
2025-06-02,Gwalior,Metro Blood Bank,A+,71,7
2025-06-02,Gwalior,Metro Blood Bank,A-,15,9
2025-06-02,Gwalior,Metro Blood Bank,B+,17,8
2025-06-02,Gwalior,Metro Blood Bank,B-,11,10
2025-06-02,Gwalior,Metro Blood Bank,AB+,33,1
2025-06-02,Gwalior,Metro Blood Bank,AB-,8,2
2025-06-02,Gwalior,Metro Blood Bank,O+,100,4
2025-06-02,Gwalior,Metro Blood Bank,O-,19,10
2025-06-02,Ujjain,Red Cross Blood Bank,A+,45,9
2025-06-02,Ujjain,Red Cross Blood Bank,A-,22,9
2025-06-02,Ujjain,Red Cross Blood Bank,B+,41,8
2025-06-02,Ujjain,Red Cross Blood Bank,B-,11,6
2025-06-02,Ujjain,Red Cross Blood Bank,AB+,34,7
2025-06-02,Ujjain,Red Cross Blood Bank,AB-,8,10
2025-06-02,Ujjain,Red Cross Blood Bank,O+,67,5
2025-06-02,Ujjain,Red Cross Blood Bank,O-,11,9
2025-06-02,Ujjain,City Care Blood Bank,A+,68,3
2025-06-02,Ujjain,City Care Blood Bank,A-,8,5
2025-06-02,Ujjain,City Care Blood Bank,B+,62,8
2025-06-02,Ujjain,City Care Blood Bank,B-,7,7
2025-06-02,Ujjain,City Care Blood Bank,AB+,51,7
2025-06-02,Ujjain,City Care Blood Bank,AB-,15,10
2025-06-02,Ujjain,City Care Blood Bank,O+,29,5
2025-06-02,Ujjain,City Care Blood Bank,O-,14,2
2025-06-02,Ujjain,LifeLine Blood Center,A+,46,6
2025-06-02,Ujjain,LifeLine Blood Center,A-,9,10
2025-06-02,Ujjain,LifeLine Blood Center,B+,45,0
2025-06-02,Ujjain,LifeLine Blood Center,B-,20,9
2025-06-02,Ujjain,LifeLine Blood Center,AB+,16,10
2025-06-02,Ujjain,LifeLine Blood Center,AB-,5,5
2025-06-02,Ujjain,LifeLine Blood Center,O+,80,2
2025-06-02,Ujjain,LifeLine Blood Center,O-,12,2
2025-06-02,Ujjain,Hope Blood Bank,A+,15,0
2025-06-02,Ujjain,Hope Blood Bank,A-,20,2
2025-06-02,Ujjain,Hope Blood Bank,B+,38,0
2025-06-02,Ujjain,Hope Blood Bank,B-,14,6
2025-06-02,Ujjain,Hope Blood Bank,AB+,31,0
2025-06-02,Ujjain,Hope Blood Bank,AB-,12,1
2025-06-02,Ujjain,Hope Blood Bank,O+,70,9
2025-06-02,Ujjain,Hope Blood Bank,O-,0,5
2025-06-02,Ujjain,Metro Blood Bank,A+,16,2
2025-06-02,Ujjain,Metro Blood Bank,A-,14,4
2025-06-02,Ujjain,Metro Blood Bank,B+,64,4
2025-06-02,Ujjain,Metro Blood Bank,B-,10,2
2025-06-02,Ujjain,Metro Blood Bank,AB+,74,10
2025-06-02,Ujjain,Metro Blood Bank,AB-,14,0
2025-06-02,Ujjain,Metro Blood Bank,O+,50,0
2025-06-02,Ujjain,Metro Blood Bank,O-,1,4
2025-06-02,Sagar,Red Cross Blood Bank,A+,65,5
2025-06-02,Sagar,Red Cross Blood Bank,A-,17,10
2025-06-02,Sagar,Red Cross Blood Bank,B+,83,3
2025-06-02,Sagar,Red Cross Blood Bank,B-,22,2
2025-06-02,Sagar,Red Cross Blood Bank,AB+,68,2
2025-06-02,Sagar,Red Cross Blood Bank,AB-,11,0
2025-06-02,Sagar,Red Cross Blood Bank,O+,73,10
2025-06-02,Sagar,Red Cross Blood Bank,O-,14,4
2025-06-02,Sagar,City Care Blood Bank,A+,20,2
2025-06-02,Sagar,City Care Blood Bank,A-,19,3
2025-06-02,Sagar,City Care Blood Bank,B+,31,4
2025-06-02,Sagar,City Care Blood Bank,B-,11,1
2025-06-02,Sagar,City Care Blood Bank,AB+,19,1
2025-06-02,Sagar,City Care Blood Bank,AB-,3,8
2025-06-02,Sagar,City Care Blood Bank,O+,22,8
2025-06-02,Sagar,City Care Blood Bank,O-,8,9
2025-06-02,Sagar,LifeLine Blood Center,A+,55,7
2025-06-02,Sagar,LifeLine Blood Center,A-,21,2
2025-06-02,Sagar,LifeLine Blood Center,B+,81,8
2025-06-02,Sagar,LifeLine Blood Center,B-,18,2
2025-06-02,Sagar,LifeLine Blood Center,AB+,34,2
2025-06-02,Sagar,LifeLine Blood Center,AB-,9,3
2025-06-02,Sagar,LifeLine Blood Center,O+,28,2
2025-06-02,Sagar,LifeLine Blood Center,O-,1,8
2025-06-02,Sagar,Hope Blood Bank,A+,54,1
2025-06-02,Sagar,Hope Blood Bank,A-,13,9
2025-06-02,Sagar,Hope Blood Bank,B+,54,8
2025-06-02,Sagar,Hope Blood Bank,B-,11,8
2025-06-02,Sagar,Hope Blood Bank,AB+,79,8
2025-06-02,Sagar,Hope Blood Bank,AB-,0,10
2025-06-02,Sagar,Hope Blood Bank,O+,51,2
2025-06-02,Sagar,Hope Blood Bank,O-,11,3
2025-06-02,Sagar,Metro Blood Bank,A+,50,4
2025-06-02,Sagar,Metro Blood Bank,A-,9,8
2025-06-02,Sagar,Metro Blood Bank,B+,28,10
2025-06-02,Sagar,Metro Blood Bank,B-,5,5
2025-06-02,Sagar,Metro Blood Bank,AB+,73,7
2025-06-02,Sagar,Metro Blood Bank,AB-,3,5
2025-06-02,Sagar,Metro Blood Bank,O+,62,3
2025-06-02,Sagar,Metro Blood Bank,O-,16,0
2025-06-03,Bhopal,Red Cross Blood Bank,A+,27,8
2025-06-03,Bhopal,Red Cross Blood Bank,A-,21,10
2025-06-03,Bhopal,Red Cross Blood Bank,B+,37,6
2025-06-03,Bhopal,Red Cross Blood Bank,B-,10,3
2025-06-03,Bhopal,Red Cross Blood Bank,AB+,58,0
2025-06-03,Bhopal,Red Cross Blood Bank,AB-,3,7
2025-06-03,Bhopal,Red Cross Blood Bank,O+,46,7
2025-06-03,Bhopal,Red Cross Blood Bank,O-,25,6
2025-06-03,Bhopal,City Care Blood Bank,A+,77,10
2025-06-03,Bhopal,City Care Blood Bank,A-,31,4
2025-06-03,Bhopal,City Care Blood Bank,B+,118,9
2025-06-03,Bhopal,City Care Blood Bank,B-,18,2
2025-06-03,Bhopal,City Care Blood Bank,AB+,27,1
2025-06-03,Bhopal,City Care Blood Bank,AB-,15,9
2025-06-03,Bhopal,City Care Blood Bank,O+,57,10
2025-06-03,Bhopal,City Care Blood Bank,O-,5,7
2025-06-03,Bhopal,LifeLine Blood Center,A+,115,1
2025-06-03,Bhopal,LifeLine Blood Center,A-,6,1
2025-06-03,Bhopal,LifeLine Blood Center,B+,107,7
2025-06-03,Bhopal,LifeLine Blood Center,B-,25,4
2025-06-03,Bhopal,LifeLine Blood Center,AB+,92,4
2025-06-03,Bhopal,LifeLine Blood Center,AB-,13,4
2025-06-03,Bhopal,LifeLine Blood Center,O+,101,0
2025-06-03,Bhopal,LifeLine Blood Center,O-,1,4
2025-06-03,Bhopal,Hope Blood Bank,A+,101,1
2025-06-03,Bhopal,Hope Blood Bank,A-,21,10
2025-06-03,Bhopal,Hope Blood Bank,B+,118,8
2025-06-03,Bhopal,Hope Blood Bank,B-,7,4
2025-06-03,Bhopal,Hope Blood Bank,AB+,105,2
2025-06-03,Bhopal,Hope Blood Bank,AB-,20,5
2025-06-03,Bhopal,Hope Blood Bank,O+,28,4
2025-06-03,Bhopal,Hope Blood Bank,O-,11,1
2025-06-03,Bhopal,Metro Blood Bank,A+,86,5
2025-06-03,Bhopal,Metro Blood Bank,A-,20,8
2025-06-03,Bhopal,Metro Blood Bank,B+,120,9
2025-06-03,Bhopal,Metro Blood Bank,B-,12,8
2025-06-03,Bhopal,Metro Blood Bank,AB+,111,0
2025-06-03,Bhopal,Metro Blood Bank,AB-,23,9
2025-06-03,Bhopal,Metro Blood Bank,O+,53,5
2025-06-03,Bhopal,Metro Blood Bank,O-,13,5
2025-06-03,Indore,Red Cross Blood Bank,A+,92,0
2025-06-03,Indore,Red Cross Blood Bank,A-,28,6
2025-06-03,Indore,Red Cross Blood Bank,B+,12,2
2025-06-03,Indore,Red Cross Blood Bank,B-,6,1
2025-06-03,Indore,Red Cross Blood Bank,AB+,98,0
2025-06-03,Indore,Red Cross Blood Bank,AB-,14,2
2025-06-03,Indore,Red Cross Blood Bank,O+,88,7
2025-06-03,Indore,Red Cross Blood Bank,O-,16,3
2025-06-03,Indore,City Care Blood Bank,A+,96,6
2025-06-03,Indore,City Care Blood Bank,A-,28,8
2025-06-03,Indore,City Care Blood Bank,B+,57,9
2025-06-03,Indore,City Care Blood Bank,B-,27,4
2025-06-03,Indore,City Care Blood Bank,AB+,66,9
2025-06-03,Indore,City Care Blood Bank,AB-,2,7
2025-06-03,Indore,City Care Blood Bank,O+,114,1
2025-06-03,Indore,City Care Blood Bank,O-,12,3
2025-06-03,Indore,LifeLine Blood Center,A+,31,8
2025-06-03,Indore,LifeLine Blood Center,A-,26,8
2025-06-03,Indore,LifeLine Blood Center,B+,112,3
2025-06-03,Indore,LifeLine Blood Center,B-,31,2
2025-06-03,Indore,LifeLine Blood Center,AB+,94,7
2025-06-03,Indore,LifeLine Blood Center,AB-,12,8
2025-06-03,Indore,LifeLine Blood Center,O+,52,6
2025-06-03,Indore,LifeLine Blood Center,O-,16,5
2025-06-03,Indore,Hope Blood Bank,A+,70,6
2025-06-03,Indore,Hope Blood Bank,A-,27,9
2025-06-03,Indore,Hope Blood Bank,B+,19,10
2025-06-03,Indore,Hope Blood Bank,B-,36,4
2025-06-03,Indore,Hope Blood Bank,AB+,93,5
2025-06-03,Indore,Hope Blood Bank,AB-,6,5
2025-06-03,Indore,Hope Blood Bank,O+,114,2
2025-06-03,Indore,Hope Blood Bank,O-,22,9
2025-06-03,Indore,Metro Blood Bank,A+,39,0
2025-06-03,Indore,Metro Blood Bank,A-,12,2
2025-06-03,Indore,Metro Blood Bank,B+,80,6
2025-06-03,Indore,Metro Blood Bank,B-,6,5
2025-06-03,Indore,Metro Blood Bank,AB+,80,7
2025-06-03,Indore,Metro Blood Bank,AB-,3,2
2025-06-03,Indore,Metro Blood Bank,O+,13,0
2025-06-03,Indore,Metro Blood Bank,O-,12,6
2025-06-03,Jabalpur,Red Cross Blood Bank,A+,38,9
2025-06-03,Jabalpur,Red Cross Blood Bank,A-,22,10
2025-06-03,Jabalpur,Red Cross Blood Bank,B+,46,3
2025-06-03,Jabalpur,Red Cross Blood Bank,B-,23,9
2025-06-03,Jabalpur,Red Cross Blood Bank,AB+,63,10
2025-06-03,Jabalpur,Red Cross Blood Bank,AB-,11,7
2025-06-03,Jabalpur,Red Cross Blood Bank,O+,91,2
2025-06-03,Jabalpur,Red Cross Blood Bank,O-,12,2
2025-06-03,Jabalpur,City Care Blood Bank,A+,28,10
2025-06-03,Jabalpur,City Care Blood Bank,A-,9,6
2025-06-03,Jabalpur,City Care Blood Bank,B+,59,10
2025-06-03,Jabalpur,City Care Blood Bank,B-,10,6
2025-06-03,Jabalpur,City Care Blood Bank,AB+,35,8
2025-06-03,Jabalpur,City Care Blood Bank,AB-,4,9
2025-06-03,Jabalpur,City Care Blood Bank,O+,11,3
2025-06-03,Jabalpur,City Care Blood Bank,O-,19,7
2025-06-03,Jabalpur,LifeLine Blood Center,A+,12,0
2025-06-03,Jabalpur,LifeLine Blood Center,A-,8,9
2025-06-03,Jabalpur,LifeLine Blood Center,B+,85,5
2025-06-03,Jabalpur,LifeLine Blood Center,B-,19,2
2025-06-03,Jabalpur,LifeLine Blood Center,AB+,29,5
2025-06-03,Jabalpur,LifeLine Blood Center,AB-,3,2
2025-06-03,Jabalpur,LifeLine Blood Center,O+,60,6
2025-06-03,Jabalpur,LifeLine Blood Center,O-,4,1
2025-06-03,Jabalpur,Hope Blood Bank,A+,78,5
2025-06-03,Jabalpur,Hope Blood Bank,A-,4,7
2025-06-03,Jabalpur,Hope Blood Bank,B+,26,4
2025-06-03,Jabalpur,Hope Blood Bank,B-,11,7
2025-06-03,Jabalpur,Hope Blood Bank,AB+,93,7
2025-06-03,Jabalpur,Hope Blood Bank,AB-,6,6
2025-06-03,Jabalpur,Hope Blood Bank,O+,71,4
2025-06-03,Jabalpur,Hope Blood Bank,O-,12,8
2025-06-03,Jabalpur,Metro Blood Bank,A+,79,10
2025-06-03,Jabalpur,Metro Blood Bank,A-,14,3
2025-06-03,Jabalpur,Metro Blood Bank,B+,84,7
2025-06-03,Jabalpur,Metro Blood Bank,B-,18,9
2025-06-03,Jabalpur,Metro Blood Bank,AB+,10,2
2025-06-03,Jabalpur,Metro Blood Bank,AB-,4,1
2025-06-03,Jabalpur,Metro Blood Bank,O+,79,10
2025-06-03,Jabalpur,Metro Blood Bank,O-,16,0
2025-06-03,Gwalior,Red Cross Blood Bank,A+,54,10
2025-06-03,Gwalior,Red Cross Blood Bank,A-,11,3
2025-06-03,Gwalior,Red Cross Blood Bank,B+,49,7
2025-06-03,Gwalior,Red Cross Blood Bank,B-,11,3
2025-06-03,Gwalior,Red Cross Blood Bank,AB+,62,5
2025-06-03,Gwalior,Red Cross Blood Bank,AB-,10,4
2025-06-03,Gwalior,Red Cross Blood Bank,O+,81,2
2025-06-03,Gwalior,Red Cross Blood Bank,O-,1,8
2025-06-03,Gwalior,City Care Blood Bank,A+,46,3
2025-06-03,Gwalior,City Care Blood Bank,A-,21,9
2025-06-03,Gwalior,City Care Blood Bank,B+,24,3
2025-06-03,Gwalior,City Care Blood Bank,B-,21,7
2025-06-03,Gwalior,City Care Blood Bank,AB+,49,2
2025-06-03,Gwalior,City Care Blood Bank,AB-,15,7
2025-06-03,Gwalior,City Care Blood Bank,O+,29,2
2025-06-03,Gwalior,City Care Blood Bank,O-,3,0
2025-06-03,Gwalior,LifeLine Blood Center,A+,60,8
2025-06-03,Gwalior,LifeLine Blood Center,A-,7,2
2025-06-03,Gwalior,LifeLine Blood Center,B+,87,2
2025-06-03,Gwalior,LifeLine Blood Center,B-,25,9
2025-06-03,Gwalior,LifeLine Blood Center,AB+,82,6
2025-06-03,Gwalior,LifeLine Blood Center,AB-,9,7
2025-06-03,Gwalior,LifeLine Blood Center,O+,50,9
2025-06-03,Gwalior,LifeLine Blood Center,O-,0,4
2025-06-03,Gwalior,Hope Blood Bank,A+,16,3
2025-06-03,Gwalior,Hope Blood Bank,A-,7,9
2025-06-03,Gwalior,Hope Blood Bank,B+,57,4
2025-06-03,Gwalior,Hope Blood Bank,B-,13,10
2025-06-03,Gwalior,Hope Blood Bank,AB+,45,7
2025-06-03,Gwalior,Hope Blood Bank,AB-,16,8
2025-06-03,Gwalior,Hope Blood Bank,O+,10,7
2025-06-03,Gwalior,Hope Blood Bank,O-,7,4
2025-06-03,Gwalior,Metro Blood Bank,A+,71,0
2025-06-03,Gwalior,Metro Blood Bank,A-,22,7
2025-06-03,Gwalior,Metro Blood Bank,B+,16,10
2025-06-03,Gwalior,Metro Blood Bank,B-,20,1
2025-06-03,Gwalior,Metro Blood Bank,AB+,60,1
2025-06-03,Gwalior,Metro Blood Bank,AB-,3,10
2025-06-03,Gwalior,Metro Blood Bank,O+,98,3
2025-06-03,Gwalior,Metro Blood Bank,O-,15,10
2025-06-03,Ujjain,Red Cross Blood Bank,A+,20,1
2025-06-03,Ujjain,Red Cross Blood Bank,A-,21,6
2025-06-03,Ujjain,Red Cross Blood Bank,B+,60,9
2025-06-03,Ujjain,Red Cross Blood Bank,B-,4,10
2025-06-03,Ujjain,Red Cross Blood Bank,AB+,37,9
2025-06-03,Ujjain,Red Cross Blood Bank,AB-,16,7
2025-06-03,Ujjain,Red Cross Blood Bank,O+,34,9
2025-06-03,Ujjain,Red Cross Blood Bank,O-,1,6
2025-06-03,Ujjain,City Care Blood Bank,A+,19,6
2025-06-03,Ujjain,City Care Blood Bank,A-,7,6
2025-06-03,Ujjain,City Care Blood Bank,B+,69,5
2025-06-03,Ujjain,City Care Blood Bank,B-,19,10
2025-06-03,Ujjain,City Care Blood Bank,AB+,61,5
